Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
"1","0","Racers' Ring","Streets of New Capenna","253","","","","","","","","","",""
"1","0","Raise the Alarm","Core Set 2020","34","","","","","","","","","",""
"1","0","Rasaad yn Bashir","Commander Legends: Battle for Baldur's Gate","37","","","","","","","","","",""
"2","0","Redeem","Eighth Edition","37","","","","","","","","","",""
"2","0","Riot Spikes","Dissension","146","","","","","","","","","",""
"1","0","Rona's Vortex","Dominaria United","63","","","","","","","","","",""
"1","0","Samwise the Stouthearted","The Lord of the Rings: Tales of Middle-earth","28","","","","","","","","","",""
"1","0","Saruman the White","The Lord of the Rings: Tales of Middle-earth","67","","","","","","","","","",""
"1","0","Saruman's Trickery","The Lord of the Rings: Tales of Middle-earth","68","","","","","","","","","",""
"1","0","Scorn-Blade Berserker","March of the Machine","124","","","","","","","","","",""
"1","0","Severed Strands","Double Masters 2022","88","","","foil","","","","","","",""
"1","0","Soulcipher Board // Cipherbound Spirit","Innistrad: Crimson Vow","79","","","","","","","","","",""
"1","0","Stall for Time","Dominaria United","34","","","foil","","","","","","",""
"1","0","Strands of Undeath","Ravnica: City of Guilds","108","","","","","","","","","",""
"1","0","Swamp","Core Set 2019","270","","","","","","","","","",""
"1","0","Tale of Tinúviel","The Lord of the Rings: Tales of Middle-earth","34","","","","","","","","","",""
"1","0","Trench Stalker","The Brothers' War","116","","","foil","","","","","","",""
"1","0","Urborg Panther","Mirage","150","","","","","","","","","",""
"1","0","Urza, Powerstone Prodigy","The Brothers' War","69","","","","","","","","","",""
"1","0","Verdant Eidolon","Dissension","100","","","","","","","","","",""
"1","0","Viconia, Drow Apostate","Commander Legends: Battle for Baldur's Gate","394","","","","","","","","","",""
"1","0","Voltaic Visionary // Volt-Charged Berserker","Innistrad: Crimson Vow","183","","","","","","","","","",""
"1","0","Wind-Scarred Crag","March of the Machine","276","","","","","","","","","",""
"2","0","Wingmantle Chaplain","Dominaria United","39","","","","","","","","","",""
"1","0","Without Weakness","Hour of Devastation","81","","","","","","","","","",""
"1","0","Xerex Strobe-Knight","March of the Machine","85","","","","","","","","","",""
"1","0","Anticognition","Zendikar Rising","45","","","","","","","","","",""
"2","0","Arachnoid Adaptation","March of the Machine","175","","","","","","","","","",""
"1","0","Bloodsworn Squire // Bloodsworn Knight","Innistrad: Crimson Vow","97","","","","","","","","","",""
"1","0","Captive Weird // Compleated Conjurer","March of the Machine","49","","","","","","","","","",""
"1","0","Cloakwood Swarmkeeper","Commander Legends: Battle for Baldur's Gate","222","","","","","","","","","",""
"1","0","Crippling Chill","Khans of Tarkir","35","","","","","","","","","",""
"1","0","Daggersail Aeronaut","Core Set 2020","133","","","","","","","","","",""
"1","0","Doomed Dissenter","Innistrad: Crimson Vow","106","","","","","","","","","",""
"1","0","Electric Revelation","Innistrad: Midnight Hunt","135","","","","","","","","","",""
"1","0","Essence Scatter","Dominaria United","49","","","","","","","","","",""
"4","0","Galvanic Bombardment","Eldritch Moon","129","","","","","","","","","",""
"1","0","Graveyard Shift","Streets of New Capenna","81","","","","","","","","","",""
"1","0","Great Desert Prospector","The Brothers' War","7","","","","","","","","","",""
"1","0","Greenseeker","Time Spiral Remastered","207","","","","","","","","","",""
"1","0","Honeymoon Hearse","Innistrad: Crimson Vow","160","","","","","","","","","",""
"1","0","Invasion of Vryn // Overloaded Mage-Ring","March of the Machine","64","","","","","","","","","",""
"1","0","Lava Coil","Double Masters 2022","116","","","","","","","","","",""
"1","0","Mistfire Adept","Double Masters 2022","59","","","","","","","","","",""
"1","0","Mulch","Innistrad: Crimson Vow","210","","","","","","","","","",""
"1","0","Najal, the Storm Runner","Dominaria United","208","","","","","","","","","",""
"1","0","Sanctify","Innistrad: Crimson Vow","33","","","","","","","","","",""
"1","0","Static Net","The Brothers' War","27","","","","","","","","","",""
"1","0","Supernatural Stamina","Double Masters 2022","93","","","","","","","","","",""
"1","0","Terminal Agony","Modern Horizons 2","215","","","","","","","","","",""
"1","0","Urborg Repossession","Dominaria United","114","","","","","","","","","",""
"1","0","Zar Ojanen, Scion of Efrava","Dominaria United","227","","","","","","","","","",""
"1","0","Ashnod's Intervention","The Brothers' War","85","","","","","","","","","",""
"1","0","Cancel","Amonkhet","44","","","","","","","","","",""
"1","0","Disenchant","The Brothers' War","6","","","","","","","","","",""
"1","0","Drillworks Mole","Commander Legends: Battle for Baldur's Gate","311","","","","","","","","","",""
"1","0","Fang Dragon // Forktail Sweep","Commander Legends: Battle for Baldur's Gate","173","","","","","","","","","",""
"2","0","Forge Boss","Streets of New Capenna","189","","","","","","","","","",""
"1","0","Gnarlback Rhino","Double Masters 2022","148","","","","","","","","","",""
"1","0","Markov Waltzer","Innistrad: Crimson Vow","313","","","","","","","","","",""
"1","0","Momentary Blink","Kaldheim Commander","30","","","","","","","","","",""
"1","0","Netcaster Spider","Core Set 2020","184","","","","","","","","","",""
"1","0","Queen Allenal of Ruadach","Dominaria United","309","","","","","","","","","",""
"2","0","Ravenous Sailback","March of the Machine","202","","","","","","","","","",""
"2","0","Riveteers Decoy","Streets of New Capenna","156","","","","","","","","","",""
"1","0","Sculptor of Winter","Kaldheim","193","","","","","","","","","",""
"2","0","Severed Strands","Guilds of Ravnica","85","","","","","","","","","",""
"1","0","Tatyova, Steward of Tides","Dominaria United","321","","","","","","","","","",""
"1","0","Thriving Isle","Jumpstart 2022","825","","","","","","","","","",""
"1","0","Arachnus Web","Double Masters 2022","136","","","","","","","","","",""
"1","0","Baird, Argivian Recruiter","Dominaria United","294","","","","","","","","","",""
"1","0","Enduring Bondwarden","March of the Machine","14","","","","","","","","","",""
"1","0","Uurg, Spawn of Turg","Dominaria United","324","","","","","","","","","",""
"1","0","Veteran's Powerblade","The Brothers' War","41","","","","","","","","","",""
"1","0","Agony Warp","Double Masters 2022","168","","","","","","","","","",""
"1","0","Armor of Shadows","Commander Legends: Battle for Baldur's Gate","112","","","","","","","","","",""
"2","0","Battlefly Swarm","Dominaria United","81","","","","","","","","","",""
"1","0","Charge of the Mites","Phyrexia: All Will Be One","6","","","","","","","","","",""
"1","0","Coral Colony","Dominaria United","45","","","","","","","","","",""
"1","0","Draconic Lore","Commander Legends: Battle for Baldur's Gate","64","","","","","","","","","",""
"1","0","Master Chef","Commander Legends: Battle for Baldur's Gate","241","","","","","","","","","",""
"1","0","Mind Rot","Core Set 2020","108","","","","","","","","","",""
"1","0","Overgrown Pest","March of the Machine","197","","","","","","","","","",""
"1","0","Reduce to Ashes","Core Set 2020","155","","","","","","","","","",""
"1","0","Scatter Ray","The Brothers' War","61","","","","","","","","","",""
"1","0","Steadfast Sentry","Core Set 2020","40","","","","","","","","","",""
"1","0","Adventure Awaits","Zendikar Rising","177","","","","","","","","","",""
"1","0","Aeronaut Cavalry","The Brothers' War","1","","","","","","","","","",""
"1","0","Alloy Animist","The Brothers' War","166","","","","","","","","","",""
"2","0","Antagonize","Streets of New Capenna","100","","","","","","","","","",""
"2","0","Arachnoform","Kaldheim","159","","","","","","","","","",""
"1","0","Axgard Braggart","Kaldheim","1","","","","","","","","","",""
"1","0","Barbed Batterfist","Phyrexia: All Will Be One","121","","","","","","","","","",""
"1","0","Beskir Shieldmate","Kaldheim","4","","","","","","","","","",""
"1","0","Bladed Battle-Fan","March of the Machine","91","","","","","","","","","",""
"1","0","Bladegraft Aspirant","Phyrexia: All Will Be One","122","","","","","","","","","",""
"1","0","Blight Pile","Dominaria United","82","","","","","","","","","",""
"1","0","Blighted Burgeoning","March of the Machine","177","","","","","","","","","",""
"2","0","Body Dropper","Streets of New Capenna","168","","","","","","","","","",""
"1","0","Brindle Shoat","Double Masters 2022","139","","","","","","","","","",""
"1","0","Chance-Met Elves","The Lord of the Rings: Tales of Middle-earth","157","","","","","","","","","",""
"1","0","Chrome Courier","Modern Horizons 2","190","","","","","","","","","",""
"1","0","Cinderheart Giant","Kaldheim","126","","","","","","","","","",""
"1","0","Combat Courier","The Brothers' War","77","","","","","","","","","",""
"1","0","Compleated Huntmaster","March of the Machine","96","","","","","","","","","",""
"1","0","Crew Captain","Streets of New Capenna","180","","","","","","","","","",""
"1","0","Cut Short","March of the Machine","10","","","","","","","","","",""
"2","0","Deepwood Denizen","Modern Horizons 2","155","","","","","","","","","",""
"1","0","Deranged Assistant","Double Masters 2022","45","","","","","","","","","",""
"1","0","Disciplined Duelist","Streets of New Capenna","304","","","","","","","","","",""
"4","0","Disfigure","Double Masters 2022","74","","","","","","","","","",""
"1","0","Doomskar Oracle","Kaldheim","10","","","","","","","","","",""
"1","0","Draugr Recruiter","Kaldheim","87","","","","","","","","","",""
"1","0","Dunland Crebain","The Lord of the Rings: Tales of Middle-earth","411","","","","","","","","","",""
"1","0","Dwarven Reinforcements","Kaldheim","134","","","","","","","","","",""
"1","0","Eccentric Farmer","Innistrad: Midnight Hunt","185","","","","","","","","","",""
"1","0","Elvish Hydromancer","Dominaria United","162","","","","","","","","","",""
"1","0","Epic Confrontation","The Brothers' War","176","","","","","","","","","",""
"1","0","Esquire of the King","The Lord of the Rings: Tales of Middle-earth","13","","","","","","","","","",""
"1","0","Excavation Explosion","The Brothers' War","132","","","","","","","","","",""
"1","0","Expedition Lookout","March of the Machine","56","","","","","","","","","",""
"1","0","Eyes of Gitaxias","March of the Machine","57","","","","","","","","","",""
"1","0","Failed Conversion","March of the Machine","103","","","","","","","","","",""
"1","0","Falcon Abomination","Innistrad: Midnight Hunt","52","","","","","","","","","",""
"1","0","Fallaji Excavation","The Brothers' War","178","","","","","","","","","",""
"1","0","Fodder Tosser","Modern Horizons 2","226","","","","","","","","","",""
"1","0","Frost Bite","Kaldheim","138","","","","","","","","","",""
"1","0","Frostfist Strider","Dominaria United","51","","","","","","","","","",""
"1","0","Funeral Longboat","Kaldheim","238","","","","","","","","","",""
"1","0","Furnace Skullbomb","Phyrexia: All Will Be One","228","","","","","","","","","",""
"1","0","Galadhrim Guide","The Lord of the Rings: Tales of Middle-earth","168","","","","","","","","","",""
"1","0","Gargadon","Modern Horizons 2","351","","","","","","","","","",""
"1","0","Gathering Throng","Streets of New Capenna","13","","","","","","","","","",""
"1","0","Gift of Strands","The Lord of the Rings: Tales of Middle-earth","170","","","","","","","","","",""
"1","0","Girder Goons","Streets of New Capenna","80","","","","","","","","","",""
"1","0","Gloomfang Mauler","March of the Machine","108","","","","","","","","","",""
"1","0","Glowspore Shaman","Double Masters 2022","220","","","","","","","","","",""
"1","0","Gluttonous Guest","Innistrad: Crimson Vow","292","","","","","","","","","",""
"1","0","Goblin Firebomb","The Brothers' War","235","","","","","","","","","",""
"1","0","Grim Draugr","Kaldheim","96","","","","","","","","","",""
"1","0","Hero of the Dunes","The Brothers' War","213","","","","","","","","","",""
"1","0","Hungry Ridgewolf","Innistrad: Crimson Vow","161","","","","","","","","","",""
"2","0","Hurloon Battle Hymn","Dominaria United","131","","","","","","","","","",""
"1","0","Icehide Troll","Kaldheim","176","","","","","","","","","",""
"1","0","Ichor Drinker","March of the Machine","111","","","","","","","","","",""
"1","0","Immolation","Innistrad: Midnight Hunt","144","","","","","","","","","",""
"1","0","Incriminate","Streets of New Capenna","84","","","","","","","","","",""
"1","0","Incubation Sac","Phyrexia: All Will Be One","171","","","","","","","","","",""
"1","0","Indoctrination Attendant","Phyrexia: All Will Be One","16","","","","","","","","","",""
"1","0","Infected Defector","March of the Machine","18","","","","","","","","","",""
"1","0","Invasion of Ulgrotha // Grandmother Ravi Sengir","March of the Machine","116","","","","","","","","","",""
"1","0","Island","Strixhaven: School of Mages","369","","","","","","","","","",""
"1","0","Karfell Harbinger","Kaldheim","65","","","","","","","","","",""
"1","0","Knightly Valor","Double Masters 2022","14","","","","","","","","","",""
"1","0","Landscaper Colos","Modern Horizons 2","18","","","","","","","","","",""
"2","0","Lantern Bearer // Lanterns' Lift","Innistrad: Crimson Vow","66","","","","","","","","","",""
"2","0","Light of Hope","Jumpstart 2022","209","","","","","","","","","",""
"1","0","Linebreaker Baloth","Dominaria United","168","","","","","","","","","",""
"1","0","Lothlórien Lookout","The Lord of the Rings: Tales of Middle-earth","175","","","","","","","","","",""
"1","0","Lunar Rejection","Innistrad: Crimson Vow","67","","","","","","","","","",""
"1","0","Marching Duodrone","Commander Legends: Battle for Baldur's Gate","321","","","","","","","","","",""
"1","0","Martial Glory","Double Masters 2022","249","","","","","","","","","",""
"1","0","Masked Bandits","Streets of New Capenna","201","","","","","","","","","",""
"3","0","Mayhem Patrol","Streets of New Capenna","114","","","","","","","","","",""
"1","0","Mental Journey","Modern Horizons 2","51","","","","","","","","","",""
"1","0","Mine Worker","The Brothers' War","239","","","","","","","","","",""
"1","0","Mishra's Onslaught","The Brothers' War","143","","","","","","","","","",""
"1","0","Mists of Littjara","Kaldheim","67","","","","","","","","","",""
"1","0","Mold Folk","Commander Legends: Battle for Baldur's Gate","133","","","","","","","","","",""
"1","0","Monstrous War-Leech","Dominaria United","98","","","","","","","","","",""
"2","0","Nael, Avizoa Aeronaut","Dominaria United","306","","","","","","","","","",""
"1","0","Nature's Embrace","Innistrad: Crimson Vow","211","","","","","","","","","",""
"1","0","No Escape","War of the Spark","63","","","","","","","","","",""
"1","0","Oblivion's Hunger","Zendikar Rising","119","","","","","","","","","",""
"1","0","Oculus Whelp","March of the Machine","69","","","","","","","","","",""
"1","0","Orchard Strider","Modern Horizons 2","169","","","","","","","","","",""
"1","0","Phyrexian Atlas","Phyrexia: All Will Be One","237","","","","","","","","","",""
"1","0","Pilfering Hawk","Kaldheim","71","","","","","","","","","",""
"1","0","Plasma Jockey","Streets of New Capenna","115","","","","","","","","","",""
"1","0","Pyre-Sledge Arsonist","Streets of New Capenna","118","","","","","","","","","",""
"1","0","Radha, Coalition Warlord","Dominaria United","211","","","","","","","","","",""
"1","0","Radha, Coalition Warlord","Dominaria United","310","","","","","","","","","",""
"1","0","Raiders' Karve","Kaldheim","242","","","","","","","","","",""
"1","0","Rampaging Geoderm","March of the Machine","251","","","","","","","","","",""
"1","0","Ravenous Lindwurm","Kaldheim","187","","","","","","","","","",""
"1","0","Reject","Strixhaven: School of Mages","50","","","","","","","","","",""
"1","0","Repository Skaab","Innistrad: Crimson Vow","73","","","","","","","","","",""
"1","0","Rift Sower","Modern Horizons 2","170","","","","","","","","","",""
"1","0","Roots of Wisdom","Kaldheim","190","","","","","","","","","",""
"1","0","Rot-Tide Gargantua","Innistrad: Crimson Vow","129","","","","","","","","","",""
"1","0","Run Ashore","Kaldheim","74","","","","","","","","","",""
"1","0","Runic Shot","Dominaria United","30","","","","","","","","","",""
"1","0","Seekers' Squire","Double Masters 2022","87","","","","","","","","","",""
"5","0","Sengir Connoisseur","Dominaria United","104","","","","","","","","","",""
"1","0","Settle Beyond Reality","Double Masters 2022","30","","","","","","","","","",""
"1","0","Shalai's Acolyte","Dominaria United","33","","","","","","","","","",""
"1","0","Shoot Down","The Brothers' War","190","","","","","","","","","",""
"1","0","Skeleton Archer","Double Masters 2022","90","","","","","","","","","",""
"1","0","Skulking Killer","Innistrad: Crimson Vow","130","","","","","","","","","",""
"1","0","Snarling Wolf","Innistrad: Crimson Vow","219","","","","","","","","","",""
"1","0","Soul of Migration","Modern Horizons 2","33","","","","","","","","","",""
"1","0","Strategic Planning","Kaldheim","77","","","","","","","","","",""
"1","0","Sun-Blessed Guardian // Furnace-Blessed Conqueror","March of the Machine","38","","","","","","","","","",""
"2","0","Supply Drop","The Brothers' War","250","","","","","","","","","",""
"1","0","Sure Strike","Innistrad: Crimson Vow","179","","","","","","","","","",""
"1","0","Tavern Brawler","Commander Legends: Battle for Baldur's Gate","200","","","","","","","","","",""
"1","0","Tiamat's Fanatics","Commander Legends: Battle for Baldur's Gate","202","","","","","","","","","",""
"1","0","Tori D'Avenant, Fury Rider","Dominaria United","322","","","","","","","","","",""
"1","0","Tourach's Canticle","Modern Horizons 2","103","","","","","","","","","",""
"1","0","Tower Worker","The Brothers' War","255","","","","","","","","","",""
"1","0","Toxic Scorpion","Innistrad: Crimson Vow","224","","","","","","","","","",""
"1","0","Tura Kennerüd, Skyknight","Dominaria United","224","","","","","","","","","",""
"1","0","Tura Kennerüd, Skyknight","Dominaria United","323","","","","","","","","","",""
"1","0","Tyrranax Atrocity","Phyrexia: All Will Be One","188","","","","","","","","","",""
"1","0","Unhallowed Phalanx","Innistrad: Crimson Vow","135","","","","","","","","","",""
"1","0","Urza's Rebuff","The Brothers' War","71","","","","","","","","","",""
"1","0","Vengeant Earth","March of the Machine","212","","","","","","","","","",""
"1","0","Vohar, Vodalian Desecrator","Dominaria United","325","","","","","","","","","",""
"1","0","War-Trained Slasher","March of the Machine","172","","","","","","","","","",""
"1","0","Westfold Rider","The Lord of the Rings: Tales of Middle-earth","37","","","","","","","","","",""
"1","0","Whirling Strike","The Brothers' War","157","","","","","","","","","",""
"1","0","Wolf Strike","Innistrad: Crimson Vow","228","","","","","","","","","",""
"1","0","Writhing Necromass","Dominaria United","115","","","","","","","","","",""
"2","0","Yavimaya Steelcrusher","Dominaria United","152","","","","","","","","","",""
"2","0","Zar Ojanen, Scion of Efrava","Dominaria United","326","","","","","","","","","",""
"1","0","Balduvian Berserker","Dominaria United","116","","","","","","","","","",""
"2","0","Battle-Rage Blessing","Dominaria United","80","","","","","","","","","",""
"1","0","Benalish Sleeper","Dominaria United","8","","","","","","","","","",""
"1","0","Blood Petal Celebrant","Innistrad: Crimson Vow","146","","","","","","","","","",""
"1","0","Blood Servitor","Innistrad: Crimson Vow","252","","","","","","","","","",""
"1","0","Broken Wings","Kaldheim","164","","","","","","","","","",""
"1","0","Carrion Locust","The Brothers' War","87","","","","","","","","","",""
"2","0","Conscripted Infantry","The Brothers' War","129","","","","","","","","","",""
"1","0","Flourishing Hunter","Innistrad: Crimson Vow","199","","","","","","","","","",""
"1","0","Gavony Silversmith","Innistrad: Midnight Hunt","21","","","","","","","","","",""
"1","0","Grisly Ritual","Innistrad: Crimson Vow","116","","","","","","","","","",""
"1","0","Halo-Charged Skaab","March of the Machine","60","","","","","","","","","",""
"1","0","Mesa Cavalier","Dominaria United","26","","","","","","","","","",""
"1","0","Paragon of Modernity","Streets of New Capenna","242","","","","","","","","","",""
"1","0","Parish-Blade Trainee","Innistrad: Crimson Vow","29","","","","","","","","","",""
"1","0","Strength of the Coalition","Dominaria United","180","","","","","","","","","",""
"1","0","Thraxodemon","The Brothers' War","115","","","","","","","","","",""
"1","0","Vampire Interloper","Innistrad: Midnight Hunt","125","","","","","","","","","",""
"1","0","Wing Commando","The Brothers' War","73","","","","","","","","","",""
"1","0","Diregraf Scavenger","Innistrad: Crimson Vow","105","","","","","","","","","",""
"1","0","Djinn of the Fountain","Dominaria United","47","","","","","","","","","",""
"1","0","Fearful Villager // Fearsome Werewolf","Innistrad: Crimson Vow","157","","","","","","","","","",""
"1","0","Galadhrim Bow","The Lord of the Rings: Tales of Middle-earth","167","","","","","","","","","",""
"1","0","Quick-Draw Dagger","Streets of New Capenna","243","","","","","","","","","",""
"2","0","Warhorn Blast","Kaldheim","38","","","","","","","","","",""
"1","0","Weigh Down","Kaldheim","118","","","","","","","","","",""
"1","0","Celestus Sanctifier","Innistrad: Midnight Hunt","12","","","","","","","","","",""
"1","0","Chill of the Grave","Innistrad: Crimson Vow","51","","","","","","","","","",""
"2","0","Cleaving Skyrider","Dominaria United","12","","","","","","","","","",""
"1","0","Courier Bat","Innistrad: Crimson Vow","102","","","","","","","","","",""
"1","0","Cruel Witness","Innistrad: Crimson Vow","55","","","","","","","","","",""
"1","0","Deathbloom Gardener","Dominaria United","159","","","","","","","","","",""
"1","0","Gaea's Might","Dominaria United","164","","","","","","","","","",""
"1","0","Glistener Seer","Phyrexia: All Will Be One","54","","","","","","","","","",""
"1","0","Lightning Wolf","Innistrad: Crimson Vow","168","","","","","","","","","",""
"1","0","Phyrexian Vivisector","Dominaria United","100","","","","","","","","","",""
"1","0","Plummet","Innistrad: Midnight Hunt","193","","","","","","","","","",""
"1","0","Powerstone Engineer","The Brothers' War","20","","","","","","","","","",""
"1","0","Quicksilver Fisher","Phyrexia: All Will Be One","66","","","","","","","","","",""
"1","0","Rakish Revelers","Streets of New Capenna","214","","","","","","","","","",""
"1","0","Raze to the Ground","The Brothers' War","149","","","","","","","","","",""
"2","0","Retrieval Agent","The Brothers' War","60","","","","","","","","","",""
"1","0","Selhoff Entomber","Innistrad: Crimson Vow","76","","","","","","","","","",""
"1","0","Speakeasy Server","Streets of New Capenna","32","","","","","","","","","",""
"2","0","Stitched Assistant","Innistrad: Crimson Vow","81","","","","","","","","","",""
"1","0","Storm Fleet Pyromancer","Double Masters 2022","126","","","","","","","","","",""
"1","0","Timberland Guide","Innistrad: Midnight Hunt","202","","","","","","","","","",""
"1","0","Traveling Minister","Innistrad: Crimson Vow","39","","","","","","","","","",""
"1","0","Burrowing Razormaw","The Brothers' War","173","","","","","","","","","",""
"1","0","Cruel Grimnarch","Phyrexia: All Will Be One","88","","","","","","","","","",""
"1","0","Dragon Whelp","Dominaria United","120","","","","","","","","","",""
"1","0","Eastfarthing Farmer","The Lord of the Rings: Tales of Middle-earth","8","","","","","","","","","",""
"1","0","Flaming Fist Officer","Commander Legends: Battle for Baldur's Gate","19","","","","","","","","","",""
"1","0","For the Family","Streets of New Capenna","146","","","","","","","","","",""
"1","0","Ghitu Amplifier","Dominaria United","127","","","","","","","","","",""
"1","0","Meldweb Curator","Phyrexia: All Will Be One","59","","","","","","","","","",""
"1","0","Phalanx Vanguard","The Brothers' War","19","","","","","","","","","",""
"1","0","Purphoros's Emissary","Double Masters 2022","121","","","","","","","","","",""
"1","0","Roc Hunter","The Brothers' War","150","","","","","","","","","",""
"1","0","Skywarp Skaab","Innistrad: Crimson Vow","78","","","","","","","","","",""
"1","0","Spore Crawler","Innistrad: Crimson Vow","222","","","","","","","","","",""
"2","0","Swamp","Innistrad: Crimson Vow","400","","","","","","","","","",""
"3","0","Volshe Tideturner","Dominaria United","77","","","","","","","","","",""
"1","0","Weary Prisoner // Wrathful Jailbreaker","Innistrad: Crimson Vow","184","","","","","","","","","",""
"1","0","Academy Wall","Dominaria United","41","","","","","","","","","",""
"1","0","Aggressive Sabotage","Dominaria United","78","","","","","","","","","",""
"1","0","Aim for the Head","Innistrad: Crimson Vow","92","","","","","","","","","",""
"1","0","Kindly Ancestor // Ancestor's Embrace","Innistrad: Crimson Vow","22","","","","","","","","","",""
"2","0","Argivian Cavalier","Dominaria United","4","","","","","","","","","",""
"1","0","Argivian Phalanx","Dominaria United","5","","","","","","","","","",""
"1","0","Artillery Blast","Dominaria United","6","","","","","","","","","",""
"1","0","Automatic Librarian","Dominaria United","229","","","","","","","","","",""
"1","0","Barkweave Crusher","Dominaria United","154","","","","","","","","","",""
"2","0","Benalish Faithbonder","Dominaria United","7","","","","","","","","","",""
"1","0","Bog Badger","Dominaria United","156","","","","","","","","","",""
"1","0","Bone Splinters","Dominaria United","83","","","","","","","","","",""
"2","0","Broken Wings","Dominaria United","157","","","","","","","","","",""
"1","0","Charismatic Vanguard","Dominaria United","10","","","","","","","","","",""
"1","0","Citizen's Arrest","Dominaria United","11","","","","","","","","","",""
"1","0","Coalition Warbrute","Dominaria United","118","","","","","","","","","",""
"1","0","Crushing Canopy","Innistrad: Crimson Vow","194","","","","","","","","","",""
"2","0","Dawnhart Disciple","Innistrad: Crimson Vow","196","","","","","","","","","",""
"1","0","Daybreak Combatants","Innistrad: Crimson Vow","153","","","","","","","","","",""
"1","0","Dreadlight Monstrosity","Innistrad: Crimson Vow","57","","","","","","","","","",""
"1","0","Drogskol Infantry // Drogskol Armaments","Innistrad: Crimson Vow","10","","","","","","","","","",""
"1","0","East-Mark Cavalier","The Lord of the Rings: Tales of Middle-earth","9","","","","","","","","","",""
"1","0","Fallaji Chaindancer","The Brothers' War","134","","","","","","","","","",""
"2","0","Floriferous Vinewall","Dominaria United","163","","","","","","","","","",""
"2","0","Flowstone Infusion","Dominaria United","124","","","","","","","","","",""
"2","0","Gibbering Barricade","Dominaria United","95","","","","","","","","","",""
"1","0","Goblin Picker","Dominaria United","128","","","","","","","","","",""
"1","0","Griffin Protector","Dominaria United","18","","","","","","","","","",""
"1","0","Gryff Rider","Innistrad: Crimson Vow","15","","","","","","","","","",""
"1","0","Heroic Charge","Dominaria United","20","","","","","","","","","",""
"1","0","Heron-Blessed Geist","Innistrad: Crimson Vow","19","","","","","","","","","",""
"1","0","Impede Momentum","Dominaria United","54","","","","","","","","","",""
"2","0","In Thrall to the Pit","Dominaria United","132","","","","","","","","","",""
"1","0","Jackhammer","Streets of New Capenna","111","","","","","","","","","",""
"1","0","Jaya's Firenado","Dominaria United","134","","","","","","","","","",""
"1","0","Keldon Strike Team","Dominaria United","136","","","","","","","","","",""
"1","0","Lat-Nam Adept","The Brothers' War","56","","","","","","","","","",""
"1","0","Meria's Outrider","Dominaria United","138","","","","","","","","","",""
"1","0","Militia Rallier","Innistrad: Crimson Vow","24","","","","","","","","","",""
"1","0","Ragged Recluse // Odious Witch","Innistrad: Crimson Vow","127","","","","","","","","","",""
"1","0","Onakke Javelineer","March of the Machine","156","","","","","","","","","",""
"1","0","Phyrexian Espionage","Dominaria United","60","","","","","","","","","",""
"4","0","Phyrexian Rager","Dominaria United","99","","","","","","","","","",""
"2","0","Phyrexian Warhorse","Dominaria United","101","","","","","","","","","",""
"2","0","Piercing Light","Innistrad: Crimson Vow","30","","","","","","","","","",""
"1","0","Pixie Illusionist","Dominaria United","61","","","","","","","","","",""
"1","0","Ready to Rumble","Streets of New Capenna","119","","","","","","","","","",""
"1","0","Riveteers Initiate","Streets of New Capenna","120","","","","","","","","","",""
"1","0","Salvaged Manaworker","Dominaria United","237","","","","","","","","","",""
"1","0","Samite Herbalist","Dominaria United","31","","","","","","","","","",""
"1","0","Scout the Wilderness","Dominaria United","176","","","","","","","","","",""
"1","0","Serpentine Ambush","Innistrad: Crimson Vow","77","","","","","","","","","",""
"1","0","Sheltering Boughs","Innistrad: Crimson Vow","218","","","","","","","","","",""
"1","0","Snarespinner","Dominaria United","179","","","","","","","","","",""
"1","0","Soaring Drake","Dominaria United","66","","","","","","","","","",""
"1","0","Splatter Goblin","Dominaria United","109","","","","","","","","","",""
"4","0","Stall for Time","Dominaria United","34","","","","","","","","","",""
"1","0","Steelclad Spirit","Innistrad: Crimson Vow","80","","","","","","","","","",""
"1","0","Sunbathing Rootwalla","Dominaria United","181","","","","","","","","","",""
"1","0","Supernatural Rescue","Innistrad: Crimson Vow","37","","","","","","","","","",""
"4","0","Talas Lookout","Dominaria United","68","","","","","","","","","",""
"2","0","Tattered Apparition","Dominaria United","111","","","","","","","","","",""
"1","0","Tidepool Turtle","Dominaria United","69","","","","","","","","","",""
"2","0","Tolarian Geyser","Dominaria United","71","","","","","","","","","",""
"2","0","Toxic Abomination","Dominaria United","112","","","","","","","","","",""
"1","0","Tribute to Urborg","Dominaria United","113","","","","","","","","","",""
"2","0","Viashino Branchrider","Dominaria United","150","","","","","","","","","",""
"2","0","Vineshaper Prodigy","Dominaria United","187","","","","","","","","","",""
"1","0","Voda Sea Scavenger","Dominaria United","74","","","","","","","","","",""
"1","0","Wanderlight Spirit","Innistrad: Crimson Vow","86","","","","","","","","","",""
"1","0","Warlord's Elite","The Brothers' War","32","","","","","","","","","",""
"1","0","Wrecking Crew","Streets of New Capenna","132","","","","","","","","","",""
"1","0","Yavimaya Sojourner","Dominaria United","191","","","","","","","","","",""
"1","0","Soul-Guide Lantern","The Brothers' War Retro Artifacts","117z","","","foil","","","","","","",""
"1","0","A-Baba Lysaga, Night Witch","Alchemy Horizons: Baldur's Gate","A-999-BLNW","","","","","","","","","",""
